type,posts
INTP,"['INTP', 'ISTP', 'INTP', 'INTP', 'INTP', 'INTP', 'INTP', 'ENTP', 'INTP', 'INTP', 'INTJ', 'INTP', 'INTP', 'INTJ', 'INTP', 'INFJ', 'INFJ', 'INTP', 'INTP', 'INTP', 'INTJ', 'INFJ', 'INTJ', 'INTP', 'INTP', 'INTJ', 'INTJ', 'INTP', 'INFP', 'INFJ', 'INFJ', 'INTP', 'INTP', 'INTP', 'ISTP', 'INTP', 'INTP', 'INFJ', 'INTP', 'INTP', 'INTP', 'INTP', 'ENTP', 'INTP', 'INTP', 'INTP', 'INTP', 'INTP', 'INTP', 'INTP']"
ISTP,"['INFP', 'ENFP', 'ISFJ', 'INFJ', 'ENFP', 'INFP', 'INFJ', 'ENFP', 'ISTP', 'INTJ', 'INTP', 'INFJ', 'ENFP', 'ENTP', 'ENFP', 'ENFP', 'INFP', 'ENFP', 'ISTP', 'INFJ', 'ENFP', 'INFJ', 'INFJ', 'INTP', 'INTP', 'ENFP', 'INFP', 'INFP', 'ISTP', 'ENFP', 'ISTJ', 'ENFP', 'INFJ', 'INFJ', 'INFJ', 'ISTP', 'ENTP', 'INFJ', 'INTJ', 'ENFP', 'INTP', 'INFP', 'INFP', 'INFJ', 'INFP', 'ENTP', 'INFJ', 'INFP', 'INTP', 'INFP']"
INFP,"['INFJ', 'INFP', 'INFP', 'INFP', 'INFP', 'ENFP', 'INFP', 'INTP', 'ISFJ', 'ISTP', 'INTP', 'ENFP', 'ENFP', 'INFP', 'INFJ', 'INFP', 'INTJ', 'ENFP', 'INFP', 'INFP', 'ENFP', 'INFP', 'ISTP', 'INTP', 'ENFP', 'INFP', 'INFP', 'INFJ', 'INFJ', 'INFP', 'ENFP', 'INTP', 'INFP', 'INTP']"
INFJ,"['INFP', 'INTP', 'INTP', 'INFP', 'ENTJ', 'INFP', 'INTP', 'INTP', 'INFP', 'INFP', 'INFJ', 'INTP', 'INTP', 'INFP', 'ENFP', 'INFP', 'INFJ', 'INFP', 'INTP', 'INTP', 'ENFP', 'ENFP', 'INFJ', 'INFJ', 'INTP', 'INTJ', 'INTP', 'INTJ', 'INTP', 'ENTP', 'INTJ', 'INTP', 'INFP', 'INFP', 'INTP', 'INFP', 'INFP', 'INFJ', 'INFP', 'INFP', 'INTP', 'ENFP', 'INTP', 'INFP', 'INTJ', 'ENTP', 'INFP', 'INFP', 'ENTP', 'INFJ']"
INFJ,"['ENFP', 'INFP', 'ENFP', 'ISTP', 'INFJ', 'INTP', 'INFP', 'ENFP', 'INFJ', 'ENFP', 'INFJ', 'ENTP', 'INFJ', 'ENFP', 'ENFP', 'INFP', 'ISTP', 'ISTP', 'INTJ', 'INTP', 'ENFP', 'INTP', 'INTJ', 'ENFP', 'INFJ', 'INTP', 'ENFP', 'ENFP', 'INTP', 'INTP', 'ENFP', 'ENFP', 'ISTJ', 'ISTP', 'ENFP', 'ENFP', 'ENFP', 'ENFP', 'INTP', 'INTP', 'INTJ', 'ENFP']"
INFP,"['INFJ', 'INFP', 'ENFP', 'INFP', 'INFP', 'INTP', 'ENFP', 'ISTP', 'ENFP', 'ENTP', 'INFP', 'ENFP', 'ENTP', 'INFJ', 'INFP', 'ENFP', 'ENFP', 'ENFP', 'INTJ', 'INFJ', 'ENFP', 'ENFP', 'ENFP', 'INFP', 'ENFP', 'ENFP', 'ISTP', 'INFP', 'ENFP', 'INTP', 'INFJ', 'INFP', 'INFP', 'ENFP', 'INFP', 'ENFP', 'ISFP', 'INFP', 'INFP', 'INTP', 'INFP', 'INTJ', 'INFJ', 'INTJ', 'ISTP', 'INTP', 'INTP', 'ISFJ', 'ENTP']"
INFP,"['INTJ', 'INTP', 'INFJ', 'ENFP', 'INFP', 'INTP', 'ISFJ', 'INFP', 'INFJ', 'INFP', 'ENFP', 'INFP', 'INTP', 'INTP', 'ENFP', 'INTP', 'INFP', 'ENFP', 'INTP', 'ENFP', 'ENFJ', 'ENTP', 'ENFP', 'ENFP', 'INFP', 'INFP', 'INFP', 'INFJ', 'ENFP', 'INFP', 'INFP', 'INFP', 'INFP', 'INFP', 'INFP', 'INFJ', 'INTP', 'INTP', 'ISTP', 'ENFP', 'INTJ', 'INTP', 'ENFP', 'INFP', 'INFP', 'ENFP', 'INFP', 'INFP', 'INFJ', 'INTP', 'INFP', 'INFJ']"
INFP,"['ISTJ', 'INFP', 'INFJ', 'INFJ', 'INFJ', 'INFP', 'INFP', 'ENTP', 'INFP', 'INFP', 'INTJ', 'INFP', 'ISFP', 'INFP', 'INFJ', 'INTP', 'INFP', 'ENFP', 'INFJ', 'ENTJ', 'INFP', 'INFP', 'INTJ', 'ISFJ', 'INFP', 'ENFP', 'INFP', 'INFJ', 'INFP', 'INFJ', 'ISTP', 'INFP', 'INTP', 'INTP', 'INFJ', 'INFP', 'ENTP', 'INTP', 'INFJ', 'INFJ', 'INFJ', 'INFJ', 'INFJ', 'INTJ', 'INFP', 'INFJ', 'ENFP', 'INTJ', 'INTP', 'INTJ']"
INFP,"['ENFP', 'INTP', 'INFP', 'INFP', 'INTP', 'INFJ', 'INFP', 'ISFP', 'INFP', 'INFJ', 'INFP', 'ENFP', 'ISTP', 'ENFP', 'INFP', 'INFP', 'INTP', 'INFP', 'ENFP', 'INFJ', 'ENFP', 'INFJ', 'ENFP', 'INFJ', 'INFJ', 'INTJ', 'INTJ', 'INFP', 'ENFP', 'ENFP', 'INTJ', 'INFJ', 'ENFP', 'INTJ', 'INTP', 'ENFP', 'INTP', 'INFJ', 'INFP', 'ISTP', 'ENFP', 'INTP', 'ENFP', 'ENFP', 'INTJ', 'INFP', 'ISTP', 'INFJ']"
INFP,"['INTJ', 'ENFP', 'ENFP', 'INFP', 'ENFP', 'ENFP', 'ENTP', 'INFJ', 'ENFP', 'INFJ', 'INTP', 'INFP', 'INFJ', 'ENFP', 'INFJ', 'INFP', 'INFP', 'ENFP', 'INFP', 'INTJ', 'ENFP', 'ENFP', 'ENFP', 'ENFP', 'ISFJ', 'ENTP', 'INFJ', 'ENFP', 'INFJ', 'INFP', 'INFP', 'INFP', 'INTJ', 'INFP', 'ENFP', 'INTJ', 'INFP', 'INFJ', 'INFJ', 'INFJ', 'ENTP', 'ENFP', 'INFP', 'INFJ', 'ISTJ', 'ENFP', 'ENFP', 'ENFP', 'INFP', 'INTJ']"
INFP,"['ISTP', 'ISFP', 'INTP', 'ENFP', 'ENFP', 'INTP', 'INTJ', 'ENFP', 'INFP', 'ISTP', 'ENFP', 'INFP', 'ISFP', 'ENFP', 'INFP', 'INFP', 'INFJ', 'INFP', 'INFJ', 'ISFP', 'INTJ', 'INTJ', 'INFJ', 'INTJ', 'ENFP', 'ENFP', 'INFP', 'INTP']"
INFP,"['INTJ', 'INFP', 'INFP', 'ENFP', 'ENFP', 'ENFP', 'ENFP', 'INFJ', 'INFP', 'INFJ', 'INTP', 'INFJ', 'ISTP', 'INFJ', 'INTJ', 'INFJ', 'INFP', 'INFP', 'INTJ', 'INFP', 'INFJ', 'INFP', 'INFP', 'INFP', 'INFJ', 'INFP', 'INFJ', 'INTP', 'INFP', 'ENTJ', 'INTP', 'INFP', 'ISTP', 'ENFP', 'INFP', 'ISTJ', 'INFJ', 'INFJ', 'ENTP', 'INTJ', 'INFJ', 'INTP', 'INFP', 'ENFP', 'ISTJ', 'ENFJ', 'INTP', 'INTP', 'ENTP']"
ESTP,"['ISFP', 'INTJ', 'ISFJ', 'INTP', 'ENFP', 'ENFP', 'INFJ', 'ISFJ', 'ENTP', 'ISTP', 'ENTP', 'INFP', 'ENFP', 'ENTP', 'ENFP', 'ISTP', 'ISFP', 'ENFP', 'ISTJ', 'ENFP', 'ENFP', 'ENFP', 'INFP', 'ENFP', 'ISTP', 'ENFP', 'ISTP', 'INTP', 'ENFP', 'ENFP', 'ENTP', 'ENFP', 'ENFP', 'ENFP', 'INTJ', 'ENFP', 'ISTP', 'ISTP', 'ISTP', 'ISTP', 'INFJ', 'ENFP', 'INTJ', 'INFJ', 'INFJ', 'ENFP', 'ENTP', 'INTJ', 'ISTP']"
INFJ,"['INFJ', 'INTP', 'INTP', 'ENFP', 'INTP', 'INFP', 'INFJ', 'INTP', 'ISTP', 'INFP', 'ENTP', 'INFP', 'INTJ', 'INFP', 'ISTJ', 'ENTP', 'INTP', 'INFJ', 'ENFP', 'INFP', 'INFP', 'INTJ', 'INFP', 'ENFP', 'INTP', 'ENFP', 'ENFP', 'ENFP', 'INTP', 'ISTJ', 'INTJ', 'INTP', 'INFJ', 'INFP', 'ENTP', 'INFJ', 'ISTP', 'ENFP', 'ISFP', 'ENFP', 'INFP', 'INFP', 'ENFP', 'INFJ', 'INFP', 'INTP', 'INFP', 'ENFP']"
INFP,"['INFJ', 'INFP', 'ENFP', 'ENFP', 'INFP', 'ENFP', 'ENFP', 'INFP', 'INFP', 'INFP', 'INTP', 'INFP', 'INFP', 'INTP', 'ENFP', 'ENFP', 'INFP', 'ENFP', 'ENFP', 'ENTP', 'INFP', 'INFP', 'ENFP', 'INFP', 'INFP', 'INFP', 'INFP', 'ENFP', 'ENFP', 'INFJ', 'ENFP', 'INTP', 'INFP', 'INTP', 'INTP', 'INFP', 'INFP', 'INFP', 'INFP', 'ENFP', 'INTP', 'INTP', 'INFP']"
ENTP,"['INFP', 'INTJ', 'INTP', 'INTP', 'ENTP', 'INTP', 'INTJ', 'ISTP', 'INFJ', 'INTP', 'INFP', 'INFJ', 'INTJ', 'INTJ', 'ISTP', 'INTJ', 'INTP', 'INTP', 'INFP', 'INFP', 'ENFP', 'ENFP', 'ENFP', 'ENFP', 'INTJ', 'INTP', 'ENTP', 'INTP', 'INTP', 'ENFP', 'ENFP', 'INTP', 'ENFP', 'INFP', 'ENFP', 'INFJ', 'ISTP', 'ENTP', 'ENFP', 'INTP', 'INTP', 'INTJ', 'ISTP', 'INTJ', 'ENFP', 'INTP', 'ENTP', 'ENTP']"
ENFP,"['ENFP', 'ENFP', 'INFP', 'ENTP', 'INFP', 'INFJ', 'ENFP', 'ISTP', 'ENFP', 'ENTJ', 'ISTP', 'INFJ', 'ENFP', 'ENFP', 'ENFP', 'ENFP', 'ENFP', 'ENTP', 'INFJ', 'ISTP', 'ENFP', 'INFP', 'ENFP', 'ISTP', 'INFP', 'INFP', 'ISTP', 'INFP', 'INTP', 'INTJ', 'ENFP', 'INFJ', 'ENFP', 'ENFP', 'ENTP', 'ENTP', 'INFP', 'INFJ', 'INTP', 'ENFP', 'ENFP', 'INFP', 'INTP', 'ENFP', 'INTP']"
INFP,"['INFP', 'ENFP', 'INFP', 'INFP', 'INFP', 'ENFP', 'INTP', 'ENFP', 'INFP', 'INTP', 'ISTP', 'INFJ', 'INTP', 'INFP', 'INFP', 'ENFP', 'ISFP', 'INFP', 'INFP', 'ENFP', 'INFP', 'ENFP', 'ISTP', 'INTP', 'ISFP', 'INFJ', 'ENFP', 'ISTP', 'INFP', 'INFP', 'INTP', 'ENFP', 'INTP', 'INTP', 'INFP', 'INFJ', 'INTP', 'ISTP', 'ISTP', 'ENFP', 'ENTP', 'INFP', 'INTP', 'INFP', 'ENTP', 'ENFP', 'ENFP', 'INTJ']"
ISTJ,"['ENTP', 'ISFJ', 'ENFP', 'INFP', 'INTP', 'INFJ', 'INTP', 'INTP', 'INTP', 'INTP', 'ENTP', 'INTP', 'ISTP', 'INFJ', 'INTJ', 'ENFP', 'ISTP', 'INTJ', 'ENFP', 'INTP', 'INTJ', 'ENTP', 'ENFP', 'ISTP', 'INTP', 'INTJ', 'ISTP', 'INFP', 'INFJ', 'ENFP', 'ISTP', 'INTP', 'ENFP', 'ENFP', 'ENTP', 'ENFP', 'INFJ', 'INFP', 'ISTP', 'ISTP', 'INTP', 'INFJ', 'INFJ', 'INTP', 'ISTP', 'INFJ', 'INTJ', 'ENTP', 'INFP']"
ENTP,"['ENTP', 'INFP', 'ENTP', 'ENFP', 'ISTP', 'ENFP', 'INTP', 'ENTP', 'INFP', 'ENTP', 'INTJ', 'ENTP', 'INTP', 'ENFP', 'INTJ', 'INTP', 'ENTP', 'INFP', 'INTP', 'INTJ', 'INFP', 'ENFP', 'ENFP', 'ENTP', 'INFP', 'INTP', 'INTP', 'ENFP', 'ISTP', 'ENFP', 'ENFP', 'INFJ', 'INTJ', 'ENTP', 'ENFP', 'INTP', 'ISTP', 'INTP', 'INTJ', 'ISTP', 'ISTP', 'ENTJ', 'ISTP', 'ISTP', 'INTP', 'INTJ', 'INTP', 'ISTP', 'ISTP']"
INFP,"['INFP', 'ENFP', 'INTP', 'ENFP', 'INFP', 'ENFP', 'INFJ', 'INFP', 'INFP', 'INFP', 'ENFP', 'INTP', 'INFP', 'ENFP', 'ISTP', 'ISTP', 'INFP', 'ENFP', 'ENTP', 'INFP', 'INTP', 'ENFP', 'INFJ', 'ENFP', 'INFP', 'ISTP', 'ISTP', 'INTJ', 'INFP', 'INFP', 'ISTP', 'ENFP', 'INFP', 'INTP', 'ENTP', 'ENFP', 'ENFP', 'INFP', 'ENTP', 'ENFP', 'ENFP', 'ENFP', 'INTP', 'ISTP', 'INFP', 'INFP', 'ENFP', 'INFP', 'INFP', 'ENFP']"
INFP,"['INFP', 'INFP', 'ENFP', 'INTJ', 'ENFP', 'ENFP', 'INFP', 'ENFP', 'ENFP', 'INFP', 'INTJ', 'INFP', 'ISFP', 'ENTP', 'ENFP', 'ENFP', 'ENFP', 'INFJ', 'INTP', 'INFP', 'INFP', 'ISFJ', 'ENFP', 'ENFP', 'INTP', 'ENTP', 'ISTP', 'ENFP', 'INTP', 'ENFP', 'ENFP', 'ISFJ', 'INFP', 'INTJ', 'ISTJ', 'ENTP', 'ENFP', 'ISTP', 'INFP', 'ISTP', 'ENFP', 'INFJ', 'ENTP', 'INFJ', 'ENTP', 'ENTP', 'ENTP', 'ENFP', 'INTP', 'INFJ']"
INFP,"['INTP', 'INFP', 'INFP', 'INFP', 'INFP', 'INFP', 'INTP', 'INFP', 'INFP', 'INFP', 'ENTP', 'ENFP', 'ENFP', 'INFJ', 'INTP', 'INFP', 'INTJ', 'INFJ', 'ENFP', 'INFJ', 'INFP', 'ENFP', 'INFP', 'ENFP', 'INTJ', 'ENFP', 'INTJ', 'ENFP', 'INTJ', 'INTP', 'INFP', 'INFP', 'INFJ', 'ENFP', 'INTJ', 'INTP', 'INTJ', 'ENFP', 'ENFP', 'INTP']"
INTJ,"['INTJ', 'INFP', 'INTP', 'INFJ', 'INFP', 'INTJ', 'INTJ', 'ISTP', 'INFJ', 'INTP', 'INFP', 'INTJ', 'INFJ', 'INTP', 'INTJ', 'INTJ', 'INFJ', 'INFJ', 'ISTP', 'INFJ', 'INFP', 'INFP', 'INFJ', 'ENFP', 'INTP', 'INTP', 'INTP', 'INFP', 'INFP', 'ENFP', 'ISTP', 'ISTP', 'INFP', 'ISTP', 'ENTP', 'INTP', 'ENTP', 'INTP', 'ISTP', 'INTJ', 'INTP']"
INTJ,"['ISTP', 'ISTP', 'INTP', 'INTJ', 'INTJ', 'ISTJ', 'INFP', 'INTJ', 'INFP', 'INFJ', 'INFJ', 'ISTP', 'INTP', 'ISTP', 'INFP', 'INFJ', 'ISFP', 'ENFP', 'INTP', 'INFP', 'INFJ', 'INFP', 'INTP', 'ENFP', 'INFP', 'INTP', 'ENTJ', 'ENFP', 'INTP', 'ISTP', 'ISFJ', 'ENFP', 'INFP', 'ISTP', 'ENTJ', 'ISTP', 'ISTP', 'ENTJ', 'INTJ', 'INTP', 'INTP', 'INTP', 'ISTP', 'ISTP', 'INFP', 'INTP', 'INTP', 'INFJ']"
INTP,"['ISTP', 'ENFP', 'ENFP', 'ENFP', 'INFP', 'ISTP', 'INTP', 'INTP', 'INFP', 'INFP', 'ENFP', 'ENFP', 'ENTP', 'INTP', 'INTP', 'ENFP', 'INFP', 'INTP', 'ENFP', 'INFJ', 'INFJ', 'ENTP', 'ENTP', 'ISFP', 'INTP', 'ENFP', 'ENTP', 'ENFP', 'ENFP', 'ENFP', 'ENFP', 'ENFP', 'ENFP', 'ENFP', 'ISTP', 'ENFP', 'ENTP', 'INFP', 'INTP', 'ISTP', 'INTJ', 'INTP', 'INFP', 'INTJ', 'ENFP', 'INTP', 'ENFP', 'INTP']"
ISFP,"['INTP', 'INTP', 'INFP', 'INFP', 'INTP', 'ENFP', 'ENFP', 'INFP', 'INFP', 'ENFP', 'INFJ', 'ISTP', 'INFP', 'INFP', 'INFP', 'INFJ', 'ENFJ', 'INFP', 'INFJ', 'ENFP', 'INFP', 'INFJ', 'INTJ', 'INTJ', 'INFJ', 'ENTP', 'ENFP', 'INTJ', 'INFP', 'INTJ', 'INFP', 'INFP', 'INTP', 'ENFP', 'INFJ', 'INTP', 'INTJ', 'INFP', 'INFP', 'INFP', 'INFJ', 'ENFP', 'ISTP', 'INTP', 'INTP', 'ENFP', 'INFJ', 'INTJ', 'INFJ']"
INTP,"['INFJ', 'INFJ', 'INFJ', 'INTP', 'INTJ', 'ISTP', 'INTP', 'INFP', 'INTP', 'INTP', 'ENFP', 'INFP', 'INTJ', 'ENFP', 'ENTP', 'INTJ', 'ENFP', 'INFJ', 'INFP', 'ISTJ', 'INFP', 'ISTP', 'INFP', 'ENFP', 'INTP', 'INFP', 'INFP', 'ENFP', 'INTP', 'INFJ', 'INTJ', 'ISTP', 'ENFP', 'ENTP', 'INFJ', 'INFP', 'ENTP', 'INTJ', 'ISTP', 'ENFP', 'ISTP', 'INFP', 'INTJ', 'ENFP', 'ISTP']"
INTP,"['ENFP', 'INFP', 'ENFP', 'ENFP', 'INFP', 'INTP', 'ENTP', 'INFJ', 'INTP', 'INFJ', 'INTP', 'ENFP', 'INFP', 'ENTP', 'ISTP', 'ENFP', 'INFP', 'ENFP', 'ENFP', 'ENFP', 'ENFP', 'ISTP', 'INFJ', 'INFP', 'ENFP', 'INTP', 'INTP', 'ENFP', 'ISFJ', 'INTP', 'INFP', 'INFJ', 'ENFP', 'INFP', 'ENFP', 'INTP', 'INFP', 'INTP', 'ENTP', 'INFJ', 'INTP', 'ISTP', 'INFP', 'INFP']"
INTP,"['ENTP', 'INTP', 'INFP', 'INTJ', 'ENFP', 'INTP', 'INTP', 'INFJ', 'INFP', 'INTJ', 'INTJ', 'INFP', 'INTP', 'INTP', 'INTP', 'INTP', 'INTP', 'INTP', 'INTJ', 'INTP', 'INTP', 'INTP', 'INTP', 'INTP', 'INTP', 'INTP', 'INTP', 'INTP', 'INTP', 'INFP', 'INFP', 'INFJ', 'INTP', 'INFP', 'INTP', 'ISTP', 'INTP', 'INFJ', 'ENFP', 'INFJ', 'INTP', 'INTP', 'INFP', 'INFP', 'INFP', 'INTP', 'INTP', 'ISTP', 'INFJ', 'INTP']"
INFJ,"['INFP', 'INFJ', 'ISTP', 'INFP', 'INTP', 'INFJ', 'INFP', 'INTP', 'INFJ', 'INFJ', 'INFJ', 'INTJ', 'INFP', 'ENFP', 'INFJ', 'INFJ', 'INTP', 'ISTP', 'INTP', 'INTP', 'INFP', 'INFJ', 'INTP', 'INTP', 'INFP', 'INTP', 'INFJ', 'INFJ', 'INTP', 'INFJ', 'ENTP', 'ENFP', 'INFP', 'INFP', 'INTJ', 'ISTP', 'INFP', 'INFP', 'ENFP', 'INFJ', 'INFJ', 'INFJ', 'ISFP', 'ISTP', 'INFP', 'INTP']"
INFP,"['INFP', 'INTJ', 'INTJ', 'INTP', 'INFP', 'INTJ', 'INTP', 'INFP', 'INFJ', 'INTP', 'INFJ', 'ISTP', 'INFP', 'INFP', 'INFP', 'INFP', 'INFP', 'INFJ', 'INTP', 'INFP', 'ISTP', 'INTP', 'ENTP', 'INFP', 'ISFJ', 'ENFP', 'INTP', 'INTJ', 'INFJ', 'INFP', 'ENFJ', 'ISFP', 'INTP', 'INFP', 'ISTP', 'INFJ', 'INTJ', 'ENFP', 'ENFP', 'INFP', 'INTJ', 'INTP', 'ISTP']"
INTJ,"['INTJ', 'INTJ', 'INTP', 'INFP', 'INFJ', 'ENFP', 'INFP', 'INFJ', 'ENFP', 'INFP', 'INTP', 'INTP', 'INFP', 'INTP', 'ENFP', 'INTP', 'INFP', 'INTJ', 'INTP', 'INTP', 'ISTP', 'INFP', 'INTP', 'ISTP', 'ISTP', 'INFP', 'INFJ', 'ENFP', 'ENFP', 'ENFP', 'INFP', 'ISTP', 'ISFP', 'ISTP', 'ENFP', 'ISFJ', 'INTJ', 'INTJ', 'ISFP', 'ISTP', 'INFJ', 'INFP', 'ENTJ', 'INFJ', 'INFJ', 'INTJ']"
ESTJ,"['ISTP', 'ENFP', 'INFJ', 'INFJ', 'INFJ', 'INTP', 'INFJ', 'ENFP', 'ISTP', 'INFJ', 'INFJ', 'INFP', 'INFJ', 'INFJ', 'INFP', 'ENFP', 'INFP', 'INTP', 'INFJ', 'INTJ', 'INTJ', 'ENFP', 'INTP', 'ISTP', 'INTP', 'ISFP', 'INFP', 'INFP', 'ISTP', 'ISFP', 'INTP', 'INFJ', 'ENTP', 'ISFJ', 'INFP', 'ENFP', 'ENFJ', 'INTJ', 'INFP', 'ISFJ', 'ENFP', 'ENFP', 'ISTP', 'INFJ', 'ISTJ', 'INFJ', 'ISTJ', 'ENFP', 'ENFP', 'INFJ']"
INFJ,"['INFJ', 'INTJ', 'ENFP', 'ENFP', 'INFP', 'INFP', 'INFJ', 'INFP', 'INTP', 'ENFP', 'INFP', 'ENFP', 'INTP', 'INFP', 'INFP', 'INFJ', 'INTP', 'ENTP', 'INTP', 'INFP', 'ENFP', 'INFP', 'ENFP', 'INFJ', 'ENFP', 'INTP', 'INTP', 'INFJ', 'INFJ', 'INTP', 'INTJ', 'INFP', 'INTJ', 'INTP', 'ENFP', 'INFJ', 'ENFP', 'INFP', 'INFJ', 'INTJ', 'INFP', 'INFP', 'INFP', 'INFJ', 'INFJ', 'INFJ', 'INFP', 'INFP', 'INTP', 'INTP']"
ENTP,"['INFJ', 'INFP', 'ENTP', 'INFP', 'ISTP', 'ISTP', 'INTP', 'ENFP', 'INFJ', 'ISTP', 'INFJ', 'INFP', 'ISTP', 'ISTP', 'ENFP', 'ENTP', 'INTP', 'ISFP', 'INTP', 'ENTP', 'ISFP', 'INFP', 'ISFP', 'ENFP', 'ISTP', 'INTP', 'ENTP', 'ISTP', 'ENTP', 'ENTP', 'ISTP', 'INTP', 'INTP', 'ENTP', 'ENFP', 'ISTP', 'ENFP', 'ENFP', 'ENTP', 'INFP', 'INTJ', 'ENFP', 'INFP', 'INFP', 'ISTP', 'ENFP', 'ENTP', 'ISTP']"
INFJ,"['ENTP', 'ENFP', 'ENFP', 'INTP', 'INTP', 'ENFP', 'INFJ', 'ENTP', 'ENFP', 'INFP', 'ENFP', 'ISFJ', 'INTP', 'INFJ', 'INFJ', 'ENFP', 'INTJ', 'ENFP', 'ENFP', 'ENFP', 'INTP', 'INTP', 'INFJ', 'ENTP', 'INFP', 'INFP', 'ENFP', 'ISTP', 'INTJ', 'INTJ', 'ISTP', 'INFJ', 'INFJ', 'INTJ', 'ENFP', 'INFJ', 'INFJ', 'ENFP', 'INTP', 'ENFP', 'ISTP', 'ENFP', 'ENFP', 'INTP', 'INFJ', 'INTP']"
INFP,"['INTP', 'ISFP', 'INFJ', 'ENFP', 'INFP', 'INTP', 'INTP', 'ENFJ', 'ENFP', 'INFP', 'INFP', 'ENFP', 'INFP', 'INFP', 'INFJ', 'INFJ', 'INFJ', 'ISTP', 'ENFP', 'INTP', 'INTJ', 'INTJ', 'INTP', 'ENFP', 'INFP', 'INTJ', 'ISTP', 'INFP', 'INTP', 'INTJ', 'INTP', 'INTP', 'INFP', 'ENFJ', 'INFP', 'ISTP']"
INTJ,"['INTJ', 'INTJ', 'ISTP', 'ENFP', 'INTP', 'INTP', 'ISTP', 'ENTJ', 'ENTP', 'ISTP', 'ENTP', 'ENFP', 'INFP', 'INTP', 'ENFP', 'INTP', 'INTJ', 'INTJ', 'ENFP', 'INFP', 'INFJ', 'INFP', 'INFP', 'ISFP', 'INFJ', 'INFP', 'ENFP', 'ISTP', 'INTJ', 'INFP', 'INTJ', 'INTJ', 'ENFP', 'INFP', 'INFP', 'ISTP', 'ENTP', 'ENFP', 'INTJ', 'INTP', 'INTJ', 'ENFP', 'ENFP', 'ISTP', 'ENFP', 'INFJ', 'ENFP', 'ISTP', 'ISTJ']"
INFJ,"['ENFP', 'ENFP', 'INFJ', 'INTJ', 'ISTP', 'INFJ', 'INTP', 'ENFP', 'INFP', 'ISTP', 'INFP', 'INTJ', 'INFJ', 'INTJ', 'INTJ', 'ISTP', 'INTJ', 'INFJ', 'INTP', 'ISTP', 'ISTP', 'INFJ', 'INFJ', 'INFP', 'INTJ', 'INFJ', 'ENFP', 'INTP', 'INTP', 'INTP', 'ENTJ', 'INFJ', 'INTJ', 'INTP']"
INFP,"['INTJ', 'INTP', 'ENTP', 'INFP', 'ENFP', 'ENFP', 'INFP', 'INFP', 'INFP', 'INFP', 'INFP', 'ISTJ', 'INFJ', 'ENFP', 'ENFP', 'INFJ', 'ENFP', 'INFJ', 'INFP', 'INTP', 'INTP', 'ENFP', 'INTP', 'INTP', 'ENTP', 'INFP', 'INFP', 'INFJ', 'ENFP', 'ENFP', 'ENFP', 'ENFP', 'ISFP', 'INTP', 'ENTP', 'INTJ', 'INFP', 'ENFP', 'INFJ', 'INFP', 'ENFP', 'ENFP', 'INTJ', 'ENTP', 'ENFP', 'INFP', 'INFJ', 'INTP', 'ENFP']"
INFP,"['INTP', 'INFP', 'INFP', 'INTJ', 'INTP', 'ENFP', 'INFP', 'INFP', 'ENFP', 'INFP', 'ENFP', 'INFP', 'INFP', 'ISTP', 'INFP', 'ENFP', 'INTP', 'ENFP', 'INFP', 'INFP', 'ENFP', 'INFP', 'INFP', 'ENFP', 'INFJ', 'INFP', 'INTP', 'INFP', 'INFP', 'INFP', 'ISFP', 'INFJ', 'INFP', 'ISFP', 'ENFP', 'ISTP', 'ENFP', 'INTP', 'ISFP', 'ENFP', 'ENFP', 'INFP', 'INFP', 'INFP', 'INFJ', 'ENFP', 'ISFJ', 'ISTP', 'INFP']"
ENFP,"['ISFJ', 'INTP', 'ISFP', 'ENFP', 'ENFP', 'ENFP', 'INTJ', 'INFP', 'ENFP', 'INFP', 'ISTP', 'ENTP', 'INFP', 'ISTP', 'ENFP', 'ISFJ', 'INTJ', 'ENFP', 'ENFP', 'INTJ', 'ENFP', 'INFJ', 'ENFP', 'INFJ', 'ENTP', 'ENTP', 'ENFP', 'ENFP', 'ENFP', 'ISTP', 'INFP', 'ENFP', 'INTP', 'ISFJ', 'INFP', 'INFP', 'INFP', 'ENFP', 'INFP', 'INFJ', 'ENFP', 'ENFP', 'ENTP', 'INFJ', 'ISFP', 'ENFP', 'INFP', 'ENTP', 'ISTP', 'ENFP']"
INFJ,"['ENFP', 'ENFP', 'INTP', 'ISTP', 'ISTJ', 'INFJ', 'INFP', 'ENFP', 'ISTP', 'INFP', 'INFJ', 'ENFP', 'INTP', 'INFJ', 'INFP', 'INFP', 'ENFP', 'ENFP', 'ISTP', 'ISTP', 'ISTP', 'INFP', 'INFP', 'INTJ', 'ENFP', 'ISFP', 'INTJ', 'ENFP', 'ENFP', 'INTJ', 'INFJ', 'INTJ', 'ENFP', 'INFP', 'ISTP', 'INTP', 'ISTP', 'INTP', 'ENFP', 'ISFJ', 'INFP', 'ENFP', 'INFP', 'ENFP', 'ENFP', 'INTP', 'ENFP']"
